exchange,shortname,symbol,longname,sector,industry,origin,type,currency
NYQ,SAP  SE,SAP,SAP SE,Technology,Software—Application,yfinance,stock,USD
GER,SIEMENS AG                    N,SIE.DE,Siemens Aktiengesellschaft,Industrials,Specialty Industrial Machinery,yfinance,stock,EUR
NYQ,"Autoliv, Inc.",ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,yfinance,stock,USD
NYQ,DTE Energy Company,DTE,DTE Energy Company,Utilities,Utilities—Regulated Electric,yfinance,stock,USD
NYQ,"Energizer Holdings, Inc.",ENR,"Energizer Holdings, Inc.",Industrials,Electrical Equipment & Parts,yfinance,stock,USD
GER,RHEINMETALL AG                I,RHM.DE,Rheinmetall AG,Industrials,Aerospace & Defense,yfinance,stock,EUR
GER,MUENCHENER RUECKVERS.-GES. AG N,MUV2.DE,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Financial Services,Insurance—Reinsurance,yfinance,stock,EUR
GER,DEUTSCHE BANK AG              N,DBK.DE,Deutsche Bank Aktiengesellschaft,Financial Services,Banks—Regional,yfinance,stock,EUR
GER,INFINEON TECHNOLOGIES AG      N,IFX.DE,Infineon Technologies AG,Technology,Semiconductors,yfinance,stock,EUR
GER,DEUTSCHE POST AG              N,DHL.DE,Deutsche Post AG,Industrials,Integrated Freight & Logistics,yfinance,stock,EUR
GER,Mercedes-Benz Group AG        N,MBG.DE,Mercedes-Benz Group AG,Consumer Cyclical,Auto Manufacturers,yfinance,stock,EUR
GER,Bayer AG                      N,BAYN.DE,Bayer Aktiengesellschaft,Healthcare,Drug Manufacturers—General,yfinance,stock,EUR
NYM,CBL Nature-Based Global Emissio,NGO=F,,,,yfinance,stock,USD
GER,DEUTSCHE BOERSE AG            N,DB1.DE,Deutsche Börse AG,Financial Services,Financial Data & Stock Exchanges,yfinance,stock,EUR
GER,E.ON SE                       N,EOAN.DE,E.ON SE,Utilities,Utilities—Diversified,yfinance,stock,EUR
GER,RWE AG                        I,RWE.DE,RWE Aktiengesellschaft,Utilities,Utilities—Diversified,yfinance,stock,EUR
NYQ,Heico Corporation,HEI,HEICO Corporation,Industrials,Aerospace & Defense,yfinance,stock,USD
NMS,"Autodesk, Inc.",ADSK,"Autodesk, Inc.",Technology,Software—Application,yfinance,stock,USD
NCM,"Commercial Bancgroup, Inc.",CBK,"Commercial Bancgroup, Inc.",Financial Services,Banks—Regional,yfinance,stock,USD
GER,BAYERISCHE MOTOREN WERKE AG   S,BMW.DE,Bayerische Motoren Werke Aktiengesellschaft,Consumer Cyclical,Auto Manufacturers,yfinance,stock,EUR
GER,VOLKSWAGEN AG                 V,VOW3.DE,Volkswagen AG,Consumer Cyclical,Auto Manufacturers,yfinance,stock,EUR
NYQ,"Freeport-McMoRan, Inc.",FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,yfinance,stock,USD
NYQ,Minerals Technologies Inc.,MTX,Minerals Technologies Inc.,Basic Materials,Specialty Chemicals,yfinance,stock,USD
NYQ,DTE Energy Company 2021 Series ,DTG,,,,yfinance,stock,USD
GER,Vonovia SE                    N,VNA.DE,Vonovia SE,Real Estate,Real Estate Services,yfinance,stock,EUR
NYQ,"Merck & Company, Inc.",MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers—General,yfinance,stock,USD
GER,Siemens Healthineers AG       N,SHL.DE,Siemens Healthineers AG,Healthcare,Medical Devices,yfinance,stock,EUR
GER,HANNOVER RUECK SE NA O.N.,HNR1.DE,Hannover Rück SE,Financial Services,Insurance—Reinsurance,yfinance,stock,EUR
GER,Henkel AG & Co. KGaA          I,HEN3.DE,Henkel AG & Co. KGaA,Consumer Defensive,Household & Personal Products,yfinance,stock,EUR
GER,Symrise AG                    I,SY1.DE,Symrise AG,Basic Materials,Specialty Chemicals,yfinance,stock,EUR
SHZ,BEIJ. HUAL. DEP.,000882.SZ,"Beijing Hualian Department Store Co., Ltd",Consumer Cyclical,Department Stores,yfinance,stock,CNY
FRA,GEA Group AG                  I,G1A.F,GEA Group Aktiengesellschaft,Industrials,Specialty Industrial Machinery,yfinance,stock,EUR
GER,Qiagen N.V.                   A,QIA.DE,Qiagen N.V.,Healthcare,Diagnostics & Research,yfinance,stock,EUR
BSE,F MEC INTERNATIONAL FINANCIAL,FMEC.BO,F Mec International Financial Services Limited,Financial Services,Credit Services,yfinance,stock,INR
NYQ,Concentra Group Holdings Parent,CON,"Concentra Group Holdings Parent, Inc.",Healthcare,Medical Care Facilities,yfinance,stock,USD
FRA,Knorr-Bremse AG               N,KBXA.F,Knorr-Bremse AG,Consumer Cyclical,Auto Parts,yfinance,stock,EUR
NMS,Telix Pharmaceuticals Limited,TLX,Telix Pharmaceuticals Limited,Healthcare,Biotechnology,yfinance,stock,USD
NYM,Henry Hub Natural Gas Look-Alik,HP=F,,,,yfinance,stock,USD
GER,SARTORIUS AG                  V,SRT3.DE,Sartorius Aktiengesellschaft,Healthcare,Medical Instruments & Supplies,yfinance,stock,EUR
VIE,SCOUT24 SE,G24.VI,Scout24 SE,Communication Services,Internet Content & Information,yfinance,stock,EUR
NGM,Burning Rock Biotech Limited,BNR,Burning Rock Biotech Limited,Healthcare,Diagnostics & Research,yfinance,stock,USD
GER,Porsche Automobil Holding SE  I,PAH3.DE,Porsche Automobil Holding SE,Consumer Cyclical,Auto Manufacturers,yfinance,stock,EUR
CMX,U.S. Midwest Domestic Hot-Rolle,HRC=F,,,,yfinance,stock,USD
NYQ,"Hagerty, Inc.",HGTY,"Hagerty, Inc.",Financial Services,Insurance—Property & Casualty,yfinance,stock,USD
OSL,ZALARIS,ZAL.OL,Zalaris ASA,Industrials,Staffing & Employment Services,yfinance,stock,NOK
FRA,DEUTSCHE LUFTHANSA AG         V,LHA.F,Deutsche Lufthansa AG,Industrials,Airlines,yfinance,stock,EUR
GER,Delivery Hero SE              N,DHER.DE,Delivery Hero SE,Consumer Cyclical,Internet Retail,yfinance,stock,EUR
NYQ,"Leggett & Platt, Incorporated",LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",yfinance,stock,USD
MUN,BAYERISCHE MOTOREN WERKE AG   V,BMW3.MU,Bayerische Motoren Werke AG,Consumer Cyclical,Auto Manufacturers,yfinance,stock,EUR
GER,Dr. Ing. h.c. F. Porsche AG   I,P911.DE,Dr. Ing. h.c. F. Porsche AG,Consumer Cyclical,Auto Manufacturers,yfinance,stock,EUR
NYQ,Newmont Corporation,NEM,Newmont Corporation,Basic Materials,Gold,yfinance,stock,USD
GER,CTS Eventim AG & Co. KGaA     I,EVD.DE,CTS Eventim AG & Co. KGaA,Communication Services,Entertainment,yfinance,stock,EUR
GER,Evonik Industries AG          N,EVK.DE,Evonik Industries AG,Basic Materials,Specialty Chemicals,yfinance,stock,EUR
NGM,SMI 3Fourteen REAL Asset Alloca,RAA,SMI 3Fourteen REAL Asset Allocation ETF,,,yfinance,stock,USD
JPX,TOYOTA MOTOR CORP,7203.T,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,yfinance,stock,JPY
JPX,MITSUBISHI UFJ FINANCIAL GROUP ,8306.T,"Mitsubishi UFJ Financial Group, Inc.",Financial Services,Banks—Diversified,yfinance,stock,JPY
JPX,HITACHI,6501.T,"Hitachi, Ltd.",Industrials,Conglomerates,yfinance,stock,JPY
JPX,SONY GROUP CORPORATION,6758.T,Sony Group Corporation,Technology,Consumer Electronics,yfinance,stock,JPY
JPX,SUMITOMO MITSUI FINANCIAL GROUP,8316.T,"Sumitomo Mitsui Financial Group, Inc.",Financial Services,Banks—Diversified,yfinance,stock,JPY
JPX,TOKYO ELECTRON,8035.T,Tokyo Electron Limited,Technology,Semiconductor Equipment & Materials,yfinance,stock,JPY
JPX,ADVANTEST CORP,6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,yfinance,stock,JPY
JPX,MIZUHO FINANCIAL GROUP,8411.T,"Mizuho Financial Group, Inc.",Financial Services,Banks—Regional,yfinance,stock,JPY
JPX,SOFTBANK GROUP CORP,9984.T,SoftBank Group Corp.,Communication Services,Telecom Services,yfinance,stock,JPY
JPX,MITSUBISHI HEAVY INDUSTRIES,7011.T,"Mitsubishi Heavy Industries, Ltd.",Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,MITSUBISHI CORP,8058.T,Mitsubishi Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,RECRUIT HOLDINGS CO LTD,6098.T,"Recruit Holdings Co., Ltd.",Communication Services,Internet Content & Information,yfinance,stock,JPY
JPX,MITSUI & CO,8031.T,"Mitsui & Co., Ltd.",Industrials,Conglomerates,yfinance,stock,JPY
JPX,ITOCHU CORP,8001.T,ITOCHU Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,FAST RETAILING CO LTD,9983.T,"Fast Retailing Co., Ltd.",Consumer Cyclical,Apparel Retail,yfinance,stock,JPY
JPX,KEYENCE CORP,6861.T,Keyence Corporation,Technology,Scientific & Technical Instruments,yfinance,stock,JPY
JPX,NINTENDO CO LTD,7974.T,"Nintendo Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,yfinance,stock,JPY
JPX,TOKIO MARINE HOLDINGS INC,8766.T,"Tokio Marine Holdings, Inc.",Financial Services,Insurance—Property & Casualty,yfinance,stock,JPY
JPX,MITSUBISHI ELECTRIC CORP,6503.T,Mitsubishi Electric Corporation,Industrials,Electrical Equipment & Parts,yfinance,stock,JPY
JPX,SHIN-ETSU CHEMICAL CO,4063.T,"Shin-Etsu Chemical Co., Ltd.",Basic Materials,Chemicals,yfinance,stock,JPY
JPX,HOYA CORP,7741.T,HOYA Corporation,Healthcare,Medical Instruments & Supplies,yfinance,stock,JPY
JPX,TAKEDA PHARMACEUTICAL CO LTD,4502.T,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers—Specialty & Generic,yfinance,stock,JPY
JPX,FUJITSU,6702.T,Fujitsu Limited,Technology,Information Technology Services,yfinance,stock,JPY
JPX,KDDI CORPORATION,9433.T,KDDI Corporation,Communication Services,Telecom Services,yfinance,stock,JPY
JPX,NEC CORP,6701.T,NEC Corporation,Technology,Information Technology Services,yfinance,stock,JPY
JPX,MARUBENI CORP,8002.T,Marubeni Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,JAPAN TOBACCO INC,2914.T,Japan Tobacco Inc.,Consumer Defensive,Tobacco,yfinance,stock,JPY
JPX,SUMITOMO CORP,8053.T,Sumitomo Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,FANUC CORPORATION,6954.T,Fanuc Corporation,Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,SOFTBANK CORP.,9434.T,SoftBank Corp.,Communication Services,Telecom Services,yfinance,stock,JPY
JPX,DAIICHI SANKYO COMPANY LIMITED,4568.T,"Daiichi Sankyo Company, Limited",Healthcare,Drug Manufacturers—General,yfinance,stock,JPY
JPX,HONDA MOTOR CO,7267.T,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,yfinance,stock,JPY
JPX,CHUGAI PHARMACEUTICAL CO,4519.T,"Chugai Pharmaceutical Co., Ltd.",Healthcare,Drug Manufacturers—General,yfinance,stock,JPY
JPX,MURATA MANUFACTURING CO,6981.T,"Murata Manufacturing Co., Ltd.",Technology,Electronic Components,yfinance,stock,JPY
JPX,ORIX CORPORATION,8591.T,ORIX Corporation,Financial Services,Financial Conglomerates,yfinance,stock,JPY
JPX,DISCO CORPORATION,6146.T,Disco Corporation,Technology,Semiconductor Equipment & Materials,yfinance,stock,JPY
JPX,DAIKIN INDUSTRIES,6367.T,"Daikin Industries,Ltd.",Industrials,Building Products & Equipment,yfinance,stock,JPY
JPX,KOMATSU,6301.T,Komatsu Ltd.,Industrials,Farm & Heavy Construction Machinery,yfinance,stock,JPY
JPX,MS&AD INS GP HLDGS,8725.T,"MS&AD Insurance Group Holdings, Inc.",Financial Services,Insurance—Property & Casualty,yfinance,stock,JPY
JPX,PANASONIC HOLDINGS CORP,6752.T,Panasonic Holdings Corporation,Technology,Consumer Electronics,yfinance,stock,JPY
JPX,SOMPO HOLDINGS INC,8630.T,"Sompo Holdings, Inc.",Financial Services,Insurance—Property & Casualty,yfinance,stock,JPY
JPX,MITSUI FUDOSAN,8801.T,"Mitsui Fudosan Co., Ltd.",Real Estate,Real Estate—Diversified,yfinance,stock,JPY
JPX,AEON CO LTD,8267.T,"Aeon Co., Ltd.",Consumer Cyclical,Department Stores,yfinance,stock,JPY
JPX,DAI-ICHI LIFE HOLDINGS INC,8750.T,"Dai-ichi Life Holdings, Inc.",Financial Services,Insurance—Life,yfinance,stock,JPY
JPX,SUMITOMO ELECTRIC INDUSTRIES,5802.T,"Sumitomo Electric Industries, Ltd.",Consumer Cyclical,Auto Parts,yfinance,stock,JPY
JPX,NTT INC,9432.T,"NTT, Inc.",Communication Services,Telecom Services,yfinance,stock,JPY
JPX,SEVEN & I HOLDINGS CO LTD,3382.T,"Seven & i Holdings Co., Ltd.",Consumer Defensive,Grocery Stores,yfinance,stock,JPY
JPX,JAPAN POST BANK CO LTD,7182.T,"JAPAN POST BANK Co., Ltd.",Financial Services,Banks—Regional,yfinance,stock,JPY
JPX,NOMURA HOLDINGS INC.,8604.T,"Nomura Holdings, Inc.",Financial Services,Capital Markets,yfinance,stock,JPY
JPX,FUJIKURA,5803.T,Fujikura Ltd.,Industrials,Conglomerates,yfinance,stock,JPY
JPX,MITSUBISHI ESTATE CO,8802.T,"Mitsubishi Estate Co., Ltd.",Real Estate,Real Estate—Diversified,yfinance,stock,JPY
JPX,TOYOTA TSUSHO CORP,8015.T,Toyota Tsusho Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,RENESAS ELECTRONICS CORP,6723.T,Renesas Electronics Corporation,Technology,Semiconductors,yfinance,stock,JPY
JPX,ASTELLAS PHARMA,4503.T,Astellas Pharma Inc.,Healthcare,Drug Manufacturers—General,yfinance,stock,JPY
JPX,CANON INC,7751.T,Canon Inc.,Technology,Computer Hardware,yfinance,stock,JPY
JPX,OTSUKA HLDGS CO LTD,4578.T,"Otsuka Holdings Co., Ltd.",Healthcare,Drug Manufacturers—General,yfinance,stock,JPY
JPX,BRIDGESTONE CORP,5108.T,Bridgestone Corporation,Consumer Cyclical,Auto Parts,yfinance,stock,JPY
JPX,DENSO CORP,6902.T,DENSO Corporation,Consumer Cyclical,Auto Parts,yfinance,stock,JPY
JPX,TDK CORP,6762.T,TDK Corporation,Technology,Electronic Components,yfinance,stock,JPY
JPX,EAST JAPAN RAILWAY CO,9020.T,East Japan Railway Company,Industrials,Railroads,yfinance,stock,JPY
JPX,FUJIFILM HOLDINGS CORPORATION,4901.T,FUJIFILM Holdings Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,SMC CORP,6273.T,SMC Corporation,Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,SUZUKI MOTOR CORP,7269.T,Suzuki Motor Corporation,Consumer Cyclical,Auto Manufacturers,yfinance,stock,JPY
JPX,RESONA HOLDINGS,8308.T,"Resona Holdings, Inc.",Financial Services,Banks—Regional,yfinance,stock,JPY
JPX,IHI CORPORATION,7013.T,IHI Corporation,Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,JAPAN POST HLDGS CO LTD,6178.T,"Japan Post Holdings Co., Ltd.",Financial Services,Banks—Regional,yfinance,stock,JPY
JPX,ENEOS HOLDINGS INC,5020.T,"ENEOS Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,yfinance,stock,JPY
JPX,CENTRAL JAPAN RAILWAY CO,9022.T,Central Japan Railway Company,Industrials,Railroads,yfinance,stock,JPY
JPX,SUMITOMO MITSUI TRUST GP INC,8309.T,"Sumitomo Mitsui Trust Group, Inc.",Financial Services,Banks—Regional,yfinance,stock,JPY
JPX,NIPPON STEEL CORPORATION,5401.T,Nippon Steel Corporation,Basic Materials,Steel,yfinance,stock,JPY
JPX,AJINOMOTO CO INC,2802.T,"Ajinomoto Co., Inc.",Consumer Defensive,Packaged Foods,yfinance,stock,JPY
JPX,TOYOTA INDUSTRIES CORP,6201.T,Toyota Industries Corporation,Industrials,Farm & Heavy Construction Machinery,yfinance,stock,JPY
JPX,ORIENTAL LAND CO,4661.T,"Oriental Land Co., Ltd.",Consumer Cyclical,Leisure,yfinance,stock,JPY
JPX,DAIWA HOUSE INDUSTRY CO,1925.T,"Daiwa House Industry Co., Ltd.",Real Estate,Real Estate—Development,yfinance,stock,JPY
JPX,TERUMO CORP,4543.T,Terumo Corporation,Healthcare,Medical Instruments & Supplies,yfinance,stock,JPY
JPX,KYOCERA CORP,6971.T,Kyocera Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,KAO CORP,4452.T,Kao Corporation,Consumer Defensive,Household & Personal Products,yfinance,stock,JPY
JPX,INPEX CORPORATION,1605.T,Inpex Corporation,Energy,Oil & Gas E&P,yfinance,stock,JPY
JPX,ASICS CORP,7936.T,ASICS Corporation,Consumer Cyclical,Footwear & Accessories,yfinance,stock,JPY
JPX,LASERTEC CORP,6920.T,Lasertec Corporation,Technology,Semiconductor Equipment & Materials,yfinance,stock,JPY
JPX,KAJIMA CORP,1812.T,Kajima Corporation,Industrials,Engineering & Construction,yfinance,stock,JPY
JPX,SUMITOMO REALTY & DEVELOPMENT C,8830.T,"Sumitomo Realty & Development Co., Ltd.",Real Estate,Real Estate Services,yfinance,stock,JPY
JPX,NITTO DENKO CORP,6988.T,Nitto Denko Corporation,Basic Materials,Specialty Chemicals,yfinance,stock,JPY
JPX,KIOXIA HOLDINGS CORPORATION,285A.T,,Technology,Semiconductors,yfinance,stock,JPY
JPX,ASAHI GROUP HLDGS,2502.T,"Asahi Group Holdings, Ltd.",Consumer Defensive,Beverages—Brewers,yfinance,stock,JPY
JPX,BANDAI NAMCO HOLDINGS INC,7832.T,BANDAI NAMCO Holdings Inc.,Consumer Cyclical,Leisure,yfinance,stock,JPY
JPX,TAISEI CORP,1801.T,Taisei Corporation,Industrials,Engineering & Construction,yfinance,stock,JPY
JPX,KANSAI ELECTRIC POWER CO INC,9503.T,"The Kansai Electric Power Company, Incorporated",Utilities,Utilities—Renewable,yfinance,stock,JPY
JPX,KUBOTA CORP,6326.T,Kubota Corporation,Industrials,Farm & Heavy Construction Machinery,yfinance,stock,JPY
JPX,OLYMPUS CORPORATION,7733.T,Olympus Corporation,Healthcare,Medical Devices,yfinance,stock,JPY
JPX,NOMURA RESEARCH INSTITUTE,4307.T,"Nomura Research Institute, Ltd.",Technology,Information Technology Services,yfinance,stock,JPY
JPX,SECOM CO,9735.T,"SECOM CO., LTD.",Industrials,Security & Protection Services,yfinance,stock,JPY
JPX,OBAYASHI CORP,1802.T,Obayashi Corporation,Industrials,Engineering & Construction,yfinance,stock,JPY
JPX,SHIONOGI & CO,4507.T,"Shionogi & Co., Ltd.",Healthcare,Drug Manufacturers—Specialty & Generic,yfinance,stock,JPY
JPX,NIPPON YUSEN KABUSHIKI KAISHA,9101.T,Nippon Yusen Kabushiki Kaisha,Industrials,Marine Shipping,yfinance,stock,JPY
JPX,EBARA CORP,6361.T,Ebara Corporation,Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,KONAMI GROUP CORPORATION,9766.T,Konami Group Corporation,Communication Services,Electronic Gaming & Multimedia,yfinance,stock,JPY
JPX,SEKISUI HOUSE,1928.T,"Sekisui House, Ltd.",Consumer Cyclical,Residential Construction,yfinance,stock,JPY
JPX,SBI HOLDINGS INC,8473.T,"SBI Holdings, Inc.",Financial Services,Financial Conglomerates,yfinance,stock,JPY
JPX,KAWASAKI HEAVY INDUSTRIES,7012.T,"Kawasaki Heavy Industries, Ltd.",Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,SUBARU CORPORATION,7270.T,Subaru Corporation,Consumer Cyclical,Auto Manufacturers,yfinance,stock,JPY
JPX,DAIWA SECURITIES GROUP,8601.T,Daiwa Securities Group Inc.,Financial Services,Capital Markets,yfinance,stock,JPY
JPX,TOKYO GAS CO,9531.T,"Tokyo Gas Co.,Ltd.",Utilities,Utilities—Regulated Gas,yfinance,stock,JPY
JPX,OSAKA GAS CO,9532.T,"Osaka Gas Co., Ltd.",Utilities,Utilities—Regulated Gas,yfinance,stock,JPY
JPX,SUMITOMO METAL MINING CO,5713.T,"Sumitomo Metal Mining Co., Ltd.",Basic Materials,Other Industrial Metals & Mining,yfinance,stock,JPY
JPX,ASAHI KASEI CORP,3407.T,Asahi Kasei Corporation,Industrials,Conglomerates,yfinance,stock,JPY
JPX,KIRIN HOLDINGS COMPANY LIMITED,2503.T,"Kirin Holdings Company, Limited",Consumer Defensive,Beverages—Brewers,yfinance,stock,JPY
JPX,T&D HOLDINGS INC,8795.T,"T&D Holdings, Inc.",Financial Services,Insurance—Life,yfinance,stock,JPY
JPX,JAPAN EXCHANGE GROUP,8697.T,"Japan Exchange Group, Inc.",Financial Services,Financial Data & Stock Exchanges,yfinance,stock,JPY
JPX,NIDEC CORPORATION,6594.T,Nidec Corporation,Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,DAIFUKU CO LTD,6383.T,"Daifuku Co., Ltd.",Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,FUJI ELECTRIC CO. LTD.,6504.T,"Fuji Electric Co., Ltd.",Industrials,Electrical Equipment & Parts,yfinance,stock,JPY
JPX,PAN PACIFIC INTL HLDGS CORP,7532.T,Pan Pacific International Holdings Corporation,Consumer Defensive,Discount Stores,yfinance,stock,JPY
JPX,MITSUI O.S.K. LINES LTD,9104.T,"Mitsui O.S.K. Lines, Ltd.",Industrials,Marine Shipping,yfinance,stock,JPY
JPX,RYOHIN KEIKAKU CO,7453.T,"Ryohin Keikaku Co., Ltd.",Consumer Cyclical,Department Stores,yfinance,stock,JPY
JPX,TORAY INDUSTRIES INC,3402.T,"Toray Industries, Inc.",Consumer Cyclical,Textile Manufacturing,yfinance,stock,JPY
JPX,OBIC CO LTD,4684.T,"OBIC Co.,Ltd.",Technology,Software—Application,yfinance,stock,JPY
JPX,NEXON CO LTD,3659.T,"NEXON Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,yfinance,stock,JPY
JPX,RAKUTEN GROUP INC,4755.T,"Rakuten Group, Inc.",Consumer Cyclical,Internet Retail,yfinance,stock,JPY
JPX,AISIN CORPORATION,7259.T,Aisin Corporation,Consumer Cyclical,Auto Parts,yfinance,stock,JPY
JPX,CHUBU ELECTRIC POWER CO INC,9502.T,"Chubu Electric Power Company, Incorporated",Utilities,Utilities—Diversified,yfinance,stock,JPY
JPX,YOKOHAMA FINANCIAL GROUP INC,7186.T,"Yokohama Financial Group, Inc.",Financial Services,Banks—Regional,yfinance,stock,JPY
JPX,JX ADVANCED METALS CORPORATION,5016.T,,Technology,Semiconductor Equipment & Materials,yfinance,stock,JPY
JPX,ISUZU MOTORS,7202.T,Isuzu Motors Limited,Consumer Cyclical,Auto Manufacturers,yfinance,stock,JPY
JPX,SCREEN HOLDINGS CO LTD,7735.T,"SCREEN Holdings Co., Ltd.",Technology,Semiconductor Equipment & Materials,yfinance,stock,JPY
JPX,CAPCOM CO LTD,9697.T,"Capcom Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,yfinance,stock,JPY
JPX,WEST JAPAN RAILWAY CO,9021.T,West Japan Railway Company,Industrials,Railroads,yfinance,stock,JPY
JPX,MITSUBISHI CHEMICAL GROUP CORP,4188.T,Mitsubishi Chemical Group Corporation,Basic Materials,Specialty Chemicals,yfinance,stock,JPY
JPX,SHIMANO INC,7309.T,Shimano Inc.,Consumer Cyclical,Leisure,yfinance,stock,JPY
JPX,JFE HOLDINGS INC,5411.T,"JFE Holdings, Inc.",Basic Materials,Steel,yfinance,stock,JPY
JPX,MITSUBISHI HC CAPITAL INC,8593.T,Mitsubishi HC Capital Inc.,Financial Services,Credit Services,yfinance,stock,JPY
JPX,YOKOGAWA ELECTRIC CORP,6841.T,Yokogawa Electric Corporation,Industrials,Specialty Industrial Machinery,yfinance,stock,JPY
JPX,EISAI CO LTD,4523.T,"Eisai Co., Ltd.",Healthcare,Drug Manufacturers—Specialty & Generic,yfinance,stock,JPY
JPX,YAMAHA MOTOR CO,7272.T,"Yamaha Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,yfinance,stock,JPY
JPX,MINEBEA MITSUMI INC,6479.T,MINEBEA MITSUMI Inc.,Technology,Electronic Components,yfinance,stock,JPY
JPX,CHIBA BANK,8331.T,"The Chiba Bank, Ltd.",Financial Services,Banks—Regional,yfinance,stock,JPY
JPX,NIPPON BUILDING FUND INC,8951.T,Nippon Building Fund Inc.,Real Estate,REIT—Office,yfinance,stock,JPY
JPX,LY CORPORATION,4689.T,LY Corporation,Consumer Cyclical,Internet Retail,yfinance,stock,JPY
JPX,MAKITA CORP,6586.T,Makita Corporation,Industrials,Tools & Accessories,yfinance,stock,JPY
JPX,DAI NIPPON PRINTING CO,7912.T,"Dai Nippon Printing Co., Ltd.",Industrials,Conglomerates,yfinance,stock,JPY
JPX,SHISEIDO COMPANY LIMITED,4911.T,"Shiseido Company, Limited",Consumer Defensive,Household & Personal Products,yfinance,stock,JPY
JPX,TOPPAN HOLDINGS INC,7911.T,TOPPAN Holdings Inc.,Industrials,Conglomerates,yfinance,stock,JPY
JPX,SEKISUI CHEMICAL CO,4204.T,"Sekisui Chemical Co., Ltd.",Industrials,Conglomerates,yfinance,stock,JPY
JPX,TIS INC.,3626.T,TIS Inc.,Technology,Information Technology Services,yfinance,stock,JPY
JPX,AGC INC,5201.T,AGC Inc.,Industrials,Conglomerates,yfinance,stock,JPY
JPX,SONY FINANCIAL GROUP INC,8729.T,Sony Financial Group Inc.,Financial Services,Insurance—Life,yfinance,stock,JPY
JPX,NITORI HOLDINGS CO LTD,9843.T,"Nitori Holdings Co., Ltd.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",yfinance,stock,JPY
JPX,SHIMADZU CORP,7701.T,Shimadzu Corporation,Technology,Scientific & Technical Instruments,yfinance,stock,JPY
JPX,UNICHARM CORP,8113.T,Unicharm Corporation,Consumer Defensive,Household & Personal Products,yfinance,stock,JPY
JPX,NIPPON PAINT HOLDINGS CO LTD,4612.T,"Nippon Paint Holdings Co., Ltd.",Basic Materials,Specialty Chemicals,yfinance,stock,JPY
JPX,HANKYU HANSHIN HOLDINGS INC,9042.T,"Hankyu Hanshin Holdings, Inc.",Industrials,Conglomerates,yfinance,stock,JPY
JPX,IDEMITSU KOSAN CO.LTD,5019.T,"Idemitsu Kosan Co.,Ltd.",Energy,Oil & Gas Refining & Marketing,yfinance,stock,JPY
JPX,JAPAN POST INSURANCE CO LTD,7181.T,"Japan Post Insurance Co., Ltd.",Financial Services,Insurance—Life,yfinance,stock,JPY
JPX,KIKKOMAN CORP,2801.T,Kikkoman Corporation,Consumer Defensive,Packaged Foods,yfinance,stock,JPY
JPX,M3 INC,2413.T,"M3, Inc.",Healthcare,Health Information Services,yfinance,stock,JPY
JPX,NISSAN MOTOR CO,7201.T,"Nissan Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,yfinance,stock,JPY
JPX,SANRIO CO LTD,8136.T,"Sanrio Company, Ltd.",Consumer Cyclical,Specialty Retail,yfinance,stock,JPY
JPX,TOKYU CORP,9005.T,Tokyu Corporation,Consumer Cyclical,Department Stores,yfinance,stock,JPY
JPX,DAITO TRUST CONSTRUCTION CO,1878.T,"Daito Trust Construction Co.,Ltd.",Real Estate,Real Estate—Diversified,yfinance,stock,JPY
JPX,SEIBU HOLDINGS INC,9024.T,Seibu Holdings Inc.,Industrials,Conglomerates,yfinance,stock,JPY
